START HEADER
[CONF]
cache dir = _cache/sspp_testset_orbits/1-10
[ASTEROID]
population model = ./demo/sspp_testset_orbits.des
spk t0 = 60188
ndays = 395
object1 = 1
nobjects = 10
spk step = 1
nbody = T
input format = whitespace
[SURVEY]
survey database = ./demo/baseline_v2.0_1yr.db
field1 = 1
nfields = 216011
mpcobscode file = obslist.dat
telescope = I11
surveydbquery = SELECT observationId,observationStartMJD as observationStartMJD_TAI,fieldRA,fieldDEC,rotSkyPos FROM observations order by observationStartMJD_TAI
[CAMERA]
threshold = 5
camera = instrument_circle.dat
[OUTPUT]
output file = stdout
output format = csv
Survey length:
Field 1 : 60218.001805555556
Field n : 60582.99947369435
Days : 365.0
END HEADER
ObjID,FieldID,FieldMJD_TAI,AstRange(km),AstRangeRate(km/s),AstRA(deg),AstRARate(deg/day),AstDec(deg),AstDecRate(deg/day),Ast-Sun(J2000x)(km),Ast-Sun(J2000y)(km),Ast-Sun(J2000z)(km),Ast-Sun(J2000vx)(km/s),Ast-Sun(J2000vy)(km/s),Ast-Sun(J2000vz)(km/s),Obs-Sun(J2000x)(km),Obs-Sun(J2000y)(km),Obs-Sun(J2000z)(km),Obs-Sun(J2000vx)(km/s),Obs-Sun(J2000vy)(km/s),Obs-Sun(J2000vz)(km/s),Sun-Ast-Obs(deg),V,V(H=0)
632,38059,60277.351867,983057302.988296,-27.914,143.141481,0.024483,8.677660,-0.022025,-718755527.053,707115399.940,202146766.832,-9.461,-9.435,-3.858,58803455.841,124187416.914,53827633.096,-28.129,10.565,4.677,8.010336,28.838,8.838
632,46306,60289.319749,955259166.375772,-25.916,143.290960,-0.003491,8.469810,-0.012344,-728491905.519,697311952.040,198144183.848,-9.369,-9.524,-3.883,28969257.489,132531884.873,57445740.529,-30.037,5.053,2.290,7.422641,28.748,8.748
632,46328,60289.330920,955234165.662179,-25.887,143.290920,-0.003562,8.469672,-0.012355,-728500949.842,697302758.025,198140435.373,-9.369,-9.524,-3.883,28940272.325,132536748.654,57447949.381,-30.022,5.025,2.287,7.421909,28.748,8.748
632,48406,60292.334497,948632591.573514,-25.159,143.275797,-0.010595,8.436174,-0.009812,-730929572.603,694827991.907,197131809.209,-9.346,-9.547,-3.889,21194286.022,133717766.728,57960238.222,-30.274,3.559,1.661,7.219795,28.724,8.724
632,48432,60292.346208,948607150.833510,-25.127,143.275672,-0.010647,8.436059,-0.009824,-730939030.057,694818331.543,197127873.378,-9.346,-9.547,-3.890,21163663.520,133721354.533,57961917.731,-30.254,3.533,1.659,7.218942,28.724,8.724
632,49105,60293.342276,946459498.864074,-24.881,143.266024,-0.012946,8.426666,-0.008965,-731743091.175,693996357.947,196793023.849,-9.338,-9.554,-3.892,18580786.934,134029746.520,58095614.789,-30.327,3.053,1.450,7.147094,28.715,8.715
632,50469,60295.348632,942200588.209358,-24.322,143.239649,-0.017554,8.410343,-0.007257,-733360678.321,692338765.443,196118002.537,-9.323,-9.569,-3.896,13361661.832,134524609.291,58310240.323,-30.416,2.061,1.028,6.995151,28.698,8.698
632,51138,60296.347964,940114240.248761,-24.041,143.223103,-0.019821,8.403509,-0.006398,-734165364.596,691512195.907,195781516.462,-9.315,-9.576,-3.898,10755855.847,134708277.698,58389835.256,-30.452,1.573,0.817,6.915920,28.690,8.690
632,52494,60298.350536,936006814.226709,-23.444,143.183182,-0.024311,8.392410,-0.004685,-735775867.899,689853922.357,195106689.655,-9.300,-9.591,-3.902,5525497.153,134950222.825,58494666.991,-30.489,0.589,0.396,6.750106,28.672,8.672
632,54334,60301.250525,930242575.166652,-22.773,143.109852,-0.030343,8.382456,-0.002020,-738103304.241,687448039.803,194128183.312,-9.277,-9.612,-3.908,-2054685.838,135005013.575,58517336.493,-30.638,-0.633,-0.213,6.493807,28.647,8.647
632,54384,60301.273089,930198233.241941,-22.716,143.109165,-0.030538,8.382410,-0.002039,-738121391.462,687429299.212,194120563.826,-9.277,-9.612,-3.908,-2114394.804,135003717.013,58516916.599,-30.614,-0.696,-0.218,6.491697,28.646,8.646
632,55796,60303.291820,926321211.966388,-22.003,143.047069,-0.034988,8.379794,-0.000353,-739738177.818,685751370.728,193438518.278,-9.261,-9.627,-3.912,-7390544.582,134830534.968,58441910.129,-30.543,-1.723,-0.641,6.301811,28.628,8.628
632,55836,60303.310456,926285827.621677,-21.951,143.046416,-0.035081,8.379787,-0.000373,-739753089.673,685735869.709,193432218.894,-9.261,-9.627,-3.912,-7439696.337,134827723.754,58440875.563,-30.512,-1.768,-0.645,6.299980,28.628,8.628
632,55899,60303.341519,926227031.420827,-21.863,143.045324,-0.035171,8.379775,-0.000406,-739777946.488,685710029.778,193421717.990,-9.261,-9.627,-3.912,-7521507.169,134822887.754,58439136.765,-30.451,-1.834,-0.651,6.296926,28.628,8.628
632,55922,60303.353234,926204920.677086,-21.830,143.044912,-0.035183,8.379770,-0.000419,-739787319.870,685700285.334,193417758.035,-9.261,-9.627,-3.912,-7552313.736,134821020.804,58438476.433,-30.425,-1.855,-0.654,6.295773,28.628,8.628
632,58889,60311.356000,912052946.687028,-18.872,142.714508,-0.051396,8.403924,0.006297,-746169127.941,679023132.326,190706792.542,-9.198,-9.685,-3.929,-28307131.646,132446057.122,57409550.788,-29.862,-5.726,-2.318,5.455737,28.552,8.552
632,61415,60315.244105,905938296.733230,-17.544,142.508915,-0.058595,8.434989,0.009687,-749253921.341,675764673.292,189385636.482,-9.167,-9.713,-3.936,-38214440.138,130340651.168,56496161.112,-29.599,-7.409,-3.117,5.001275,28.514,8.514
632,61465,60315.267931,905902250.086482,-17.476,142.507517,-0.058730,8.435220,0.009661,-749272792.925,675744676.648,189377532.369,-9.167,-9.713,-3.937,-38275333.667,130325336.055,56489739.594,-29.560,-7.469,-3.122,4.998355,28.514,8.514
632,66278,60322.247998,896328591.211697,-14.380,142.071364,-0.070258,8.521472,0.015098,-754784526.092,669871423.283,186999149.902,-9.111,-9.763,-3.950,-55586231.452,124998966.265,54181161.150,-28.381,-10.697,-4.523,4.115509,28.442,8.442
632,66328,60322.271704,896299209.923732,-14.310,142.069698,-0.070337,8.521829,0.015067,-754803188.167,669851424.957,186991057.962,-9.111,-9.763,-3.951,-55644315.475,124977001.081,54171891.375,-28.334,-10.750,-4.528,4.112337,28.442,8.442
632,67002,60323.257833,895101490.967373,-13.875,142.001861,-0.071764,8.537031,0.015814,-755579143.702,669019233.620,186654366.061,-9.103,-9.770,-3.953,-58027052.587,124068312.048,53777818.371,-28.151,-11.175,-4.721,3.981641,28.431,8.431
632,70395,60328.197547,889706026.347634,-11.600,141.642080,-0.078040,8.623550,0.019324,-759455896.263,664841663.450,184965312.667,-9.063,-9.805,-3.962,-69680626.288,118956900.023,51561262.493,-27.071,-13.239,-5.657,3.309700,28.378,8.378
632,70445,60328.221285,889682303.188476,-11.532,141.640226,-0.078179,8.624008,0.019292,-759474485.719,664821551.392,184957185.595,-9.063,-9.806,-3.962,-69736111.566,118929682.896,51549655.695,-27.033,-13.300,-5.661,3.306369,28.378,8.378
632,70519,60328.255873,889647993.396952,-11.430,141.637520,-0.078294,8.624675,0.019244,-759501569.806,664792247.559,184945344.299,-9.063,-9.806,-3.962,-69816795.677,118889817.024,51532728.225,-26.964,-13.379,-5.668,3.301513,28.378,8.378
632,70567,60328.278752,889625467.824454,-11.361,141.635728,-0.078311,8.625115,0.019211,-759519484.986,664772863.199,184937511.384,-9.063,-9.806,-3.962,-69870046.002,118863325.881,51521520.284,-26.912,-13.423,-5.672,3.298300,28.377,8.377
632,70616,60328.300714,889603971.100005,-11.296,141.634009,-0.078283,8.625536,0.019180,-759536682.537,664754254.647,184929991.997,-9.062,-9.806,-3.962,-69921062.844,118837819.235,51510753.027,-26.858,-13.459,-5.676,3.295217,28.377,8.377
632,70617,60328.302497,889602231.915236,-11.291,141.633869,-0.078279,8.625570,0.019178,-759538078.200,664752744.445,184929381.753,-9.062,-9.806,-3.962,-69925198.558,118835746.346,51509878.857,-26.853,-13.462,-5.677,3.294967,28.377,8.377
632,71226,60329.251788,888687137.475039,-10.939,141.561232,-0.079432,8.644151,0.019890,-760281078.645,663948151.962,184604295.729,-9.055,-9.813,-3.964,-72103395.883,117746690.634,51037105.376,-26.711,-13.798,-5.850,3.163179,28.367,8.367
632,71231,60329.254052,888684997.741834,-10.933,141.561052,-0.079436,8.644196,0.019887,-760282850.344,663946231.926,184603520.044,-9.055,-9.813,-3.964,-72108621.602,117743990.430,51035960.645,-26.706,-13.803,-5.851,3.162859,28.367,8.367
632,71276,60329.276144,888664193.941887,-10.866,141.559297,-0.079449,8.644635,0.019855,-760300133.495,663927501.362,184595953.009,-9.055,-9.813,-3.964,-72159547.292,117717603.206,51024789.180,-26.655,-13.846,-5.855,3.159741,28.366,8.366
632,78000,60339.252511,881446124.573356,-5.734,140.742795,-0.087828,8.872313,0.025433,-768070193.070,655438616.487,181170322.533,-8.974,-9.883,-3.984,-93721592.921,104331282.019,45222287.524,-23.679,-17.820,-7.574,1.770423,28.252,8.252
632,78626,60340.202148,880991611.664770,-5.351,140.661407,-0.088324,8.896728,0.025982,-768806164.661,654627440.790,180843375.068,-8.966,-9.890,-3.986,-95633245.105,102884183.982,44594539.703,-23.452,-18.096,-7.726,1.644668,28.241,8.241
632,78676,60340.225990,880980662.937094,-5.279,140.659301,-0.088364,8.897347,0.025941,-768824634.203,654607067.968,180835164.608,-8.966,-9.890,-3.986,-95681503.397,102846853.562,44578619.492,-23.401,-18.147,-7.730,1.641514,28.241,8.241
632,78687,60340.230940,880978408.546317,-5.264,140.658863,-0.088366,8.897476,0.025933,-768828468.589,654602838.351,180833460.034,-8.966,-9.890,-3.986,-95691508.554,102839090.737,44575313.307,-23.389,-18.156,-7.731,1.640859,28.241,8.241
632,78737,60340.254785,880967638.106006,-5.192,140.656756,-0.088343,8.898093,0.025892,-768846940.065,654582462.449,180825248.385,-8.965,-9.890,-3.986,-95739636.134,102801639.465,44559381.255,-23.331,-18.199,-7.735,1.637708,28.241,8.241
632,81595,60344.198696,879532528.272709,-3.198,140.314110,-0.089841,9.003860,0.027665,-771896511.570,651207679.170,179465780.525,-8.933,-9.917,-3.993,-103386548.501,96478077.726,41818065.923,-22.024,-19.542,-8.347,1.167323,28.197,8.197
632,81645,60344.223351,879525795.377515,-3.123,140.311895,-0.089857,9.004542,0.027620,-771915540.459,651186553.376,179457274.120,-8.933,-9.918,-3.993,-103433403.204,96436397.392,41800280.733,-21.968,-19.591,-8.351,1.164774,28.197,8.197
632,81763,60344.277537,879511553.578460,-2.962,140.307029,-0.089699,9.006036,0.027525,-771957361.584,651140120.775,179438577.966,-8.933,-9.918,-3.993,-103535925.440,96344471.517,41761162.854,-21.826,-19.672,-8.360,1.159205,28.196,8.196
632,81813,60344.301191,879505566.925248,-2.897,140.304909,-0.089551,9.006686,0.027487,-771975617.220,651119850.877,179430416.333,-8.932,-9.918,-3.994,-103580463.001,96304243.896,41744074.210,-21.759,-19.694,-8.363,1.156788,28.196,8.196
632,82330,60345.189067,879285204.701751,-2.682,140.227296,-0.090046,9.031413,0.028054,-772660569.320,650358762.720,179123996.490,-8.925,-9.924,-3.995,-105230581.871,94815547.662,41097383.980,-21.667,-19.870,-8.495,1.072084,28.187,8.187
632,82380,60345.212423,879279863.855073,-2.611,140.225192,-0.090075,9.032067,0.028011,-772678579.287,650338736.107,179115934.433,-8.925,-9.924,-3.995,-105274253.982,94775401.823,41080237.450,-21.616,-19.919,-8.499,1.069992,28.187,8.187
632,83003,60346.145310,879090060.244741,-2.265,140.143375,-0.090035,9.058355,0.028485,-773397636.932,649538544.134,178793837.288,-8.917,-9.931,-3.997,-106979901.264,93183501.564,40389615.118,-21.364,-20.108,-8.636,0.994617,28.179,8.179
632,83053,60346.168349,879085618.659800,-2.198,140.141299,-0.090146,9.059011,0.028444,-773415387.185,649518775.774,178785880.867,-8.917,-9.931,-3.997,-107022390.243,93143417.446,40372421.604,-21.325,-20.166,-8.639,0.992945,28.179,8.179
632,84715,60348.236199,878810879.778572,-0.896,139.959150,-0.090283,9.118367,0.028959,-775007017.586,647743184.895,178071400.666,-8.900,-9.945,-4.001,-110703976.631,89519167.067,38802220.317,-20.382,-20.967,-8.935,0.892805,28.169,8.169
632,84765,60348.259730,878809128.537265,-0.827,139.957026,-0.090188,9.119048,0.028916,-775025111.623,647722965.372,178063266.397,-8.900,-9.946,-4.001,-110745349.787,89476506.116,38784051.784,-20.318,-20.999,-8.938,0.892299,28.169,8.169
632,86936,60351.193566,878765495.411306,0.621,139.699240,-0.089983,9.205479,0.029841,-777278015.615,645199381.194,177048363.022,-8.876,-9.966,-4.007,-115710476.552,84134237.743,36467360.093,-19.253,-21.840,-9.335,0.947391,28.174,8.174
632,86986,60351.217340,878766845.623121,0.693,139.697101,-0.089954,9.206187,0.029793,-777296246.542,645178910.913,177040133.204,-8.875,-9.966,-4.007,-115749964.048,84089332.712,36448182.102,-19.194,-21.882,-9.338,0.948783,28.174,8.174
632,90518,60356.239820,879629700.371695,3.478,139.260831,-0.087872,9.358635,0.030627,-781138649.497,640846858.174,175299445.349,-8.834,-10.000,-4.016,-123524520.921,74426862.811,32259651.489,-16.958,-23.335,-9.951,1.438367,28.220,8.220
632,96196,60366.085596,884648810.795590,8.262,138.452686,-0.079669,9.664437,0.031177,-788618396.346,632311586.757,171875368.783,-8.752,-10.067,-4.034,-135936235.115,53905642.557,23362731.090,-12.664,-25.353,-10.914,2.784790,28.331,8.331
632,96246,60366.109385,884665863.074204,8.331,138.450790,-0.079753,9.665178,0.031122,-788636384.109,632290895.249,171867076.845,-8.752,-10.067,-4.034,-135962224.360,53853473.307,23340296.885,-12.623,-25.410,-10.916,2.788196,28.331,8.331
632,96289,60366.128778,884679869.221622,8.388,138.449243,-0.079786,9.665781,0.031076,-788651047.265,632274027.478,171860317.266,-8.751,-10.067,-4.034,-135983343.048,53810861.982,23322005.632,-12.584,-25.452,-10.917,2.790974,28.331,8.331
632,96339,60366.151388,884696320.748028,8.456,138.447439,-0.079781,9.666483,0.031021,-788668142.281,632254361.544,171852436.389,-8.751,-10.067,-4.034,-136007876.754,53761096.707,23300676.844,-12.533,-25.497,-10.919,2.794213,28.332,8.332
632,96391,60366.174769,884713472.418429,8.525,138.445574,-0.079727,9.667207,0.030965,-788685819.790,632234024.755,171844286.716,-8.751,-10.068,-4.034,-136033136.006,53709548.762,23278616.791,-12.474,-25.537,-10.921,2.797562,28.332,8.332
632,96441,60366.197191,884730053.006043,8.591,138.443787,-0.079630,9.667901,0.030912,-788702772.655,632214520.895,171836470.865,-8.751,-10.068,-4.034,-136057244.694,53660043.730,23257456.707,-12.414,-25.568,-10.923,2.800773,28.332,8.332
632,105187,60377.117398,895228786.517188,13.692,137.675166,-0.064617,9.998498,0.029156,-796915575.206,622681309.371,168020673.294,-8.659,-10.141,-4.054,-145090156.591,29049179.000,12588950.077,-7.115,-27.111,-11.624,4.297399,28.447,8.447
632,105237,60377.141406,895257260.343728,13.763,137.673616,-0.064552,9.999197,0.029092,-796933534.560,622660275.643,168012264.074,-8.659,-10.141,-4.054,-145104852.621,28992900.486,12564838.226,-7.055,-27.152,-11.625,4.300597,28.447,8.447
632,110792,60384.125612,904447440.521634,16.769,137.281071,-0.051968,10.195147,0.026748,-802140264.879,616527207.491,165562104.147,-8.599,-10.187,-4.067,-148143217.510,12635948.467,5473681.071,-3.448,-27.662,-11.845,5.177250,28.516,8.516
632,115950,60394.062215,920405096.224450,20.339,136.886175,-0.031546,10.440146,0.022309,-809485913.555,607753952.744,162063434.622,-8.514,-10.252,-4.084,-148715991.642,-10882720.205,-4721566.759,1.597,-27.619,-11.848,6.270376,28.609,8.609
632,116000,60394.086348,920447574.704408,20.407,136.885415,-0.031483,10.440684,0.022237,-809503664.543,607732577.826,162054919.438,-8.514,-10.252,-4.084,-148712602.222,-10940349.330,-4746271.459,1.655,-27.658,-11.848,6.272838,28.609,8.609
632,117669,60396.021729,923905917.945168,20.890,136.832915,-0.027196,10.482838,0.021372,-810925828.774,606017313.108,161371744.466,-8.497,-10.265,-4.088,-148311332.374,-15503170.056,-6724600.245,2.542,-27.461,-11.810,6.462020,28.626,8.626
632,117719,60396.045489,923948868.693255,20.956,136.832268,-0.027206,10.483344,0.021302,-810943270.551,605996242.760,161363354.043,-8.497,-10.265,-4.088,-148306067.298,-15559591.741,-6748844.013,2.589,-27.508,-11.810,6.464344,28.626,8.626
632,117736,60396.053137,923962723.559767,20.977,136.832060,-0.027198,10.483507,0.021280,-810948885.029,605989460.077,161360653.120,-8.497,-10.265,-4.088,-148304350.856,-15577774.136,-6756647.967,2.606,-27.522,-11.810,6.465091,28.626,8.626
632,117737,60396.053584,923963534.133579,20.978,136.832048,-0.027198,10.483517,0.021278,-810949213.322,605989063.473,161360495.188,-8.497,-10.265,-4.088,-148304250.145,-15578837.600,-6757104.284,2.607,-27.523,-11.810,6.465135,28.626,8.626
632,117786,60396.076083,924004376.162422,21.042,136.831437,-0.027146,10.483995,0.021211,-810965729.348,605969110.446,161352549.746,-8.497,-10.265,-4.088,-148299131.519,-15632377.844,-6780060.861,2.660,-27.560,-11.809,6.467334,28.626,8.626
632,117787,60396.076532,924005191.070126,21.043,136.831425,-0.027144,10.484004,0.021210,-810966058.378,605968712.937,161352391.455,-8.497,-10.265,-4.088,-148299028.474,-15633445.199,-6780518.196,2.661,-27.561,-11.809,6.467378,28.626,8.626
632,118734,60397.094495,925867344.040640,21.414,136.807112,-0.024855,10.505353,0.020614,-811712919.794,605065655.767,160992826.401,-8.488,-10.272,-4.089,-148020580.898,-18027912.869,-7818133.392,3.222,-27.533,-11.784,6.563632,28.635,8.635
632,118784,60397.118354,925911553.466426,21.478,136.806521,-0.024709,10.505844,0.020546,-811730415.311,605044483.169,160984397.143,-8.488,-10.272,-4.089,-148013871.868,-18084697.891,-7842425.001,3.288,-27.559,-11.784,6.565908,28.636,8.636
632,120501,60399.069295,929558244.373695,21.965,136.766624,-0.020492,10.545166,0.019576,-813159587.494,603312125.037,160294850.480,-8.471,-10.284,-4.093,-147349680.057,-22655248.598,-9824109.931,4.181,-27.370,-11.726,6.743772,28.652,8.652
632,120551,60399.093511,929604271.583099,22.032,136.766129,-0.020383,10.545639,0.019504,-813177309.478,603290608.543,160286287.826,-8.471,-10.284,-4.093,-147340866.646,-22712550.315,-9848643.739,4.244,-27.402,-11.725,6.745978,28.653,8.653
632,124912,60404.006990,939213770.243070,23.220,136.703834,-0.009210,10.635024,0.016827,-816763992.550,598918221.594,158547153.391,-8.428,-10.316,-4.101,-144928730.995,-34102436.142,-14786771.112,6.576,-26.811,-11.524,7.156049,28.694,8.694
632,124962,60404.029674,939259339.904172,23.282,136.703625,-0.009202,10.635405,0.016759,-816780509.213,598898004.652,158539116.125,-8.428,-10.316,-4.101,-144915798.070,-34155026.098,-14809355.822,6.623,-26.854,-11.523,7.157862,28.694,8.694
632,127750,60407.011657,945362217.252186,23.998,136.692901,-0.002265,10.682586,0.014947,-818948374.286,596237879.255,157481908.400,-8.402,-10.335,-4.106,-142942232.537,-40956225.699,-17757940.313,8.082,-26.456,-11.359,7.379727,28.718,8.718
632,127800,60407.035490,945411700.067853,24.063,136.692848,-0.002229,10.682941,0.014874,-818965673.860,596216598.694,157473453.533,-8.402,-10.335,-4.106,-142925535.813,-41010746.263,-17781329.700,8.135,-26.496,-11.358,7.381465,28.719,8.719
632,135422,60415.089688,962749334.385483,25.865,136.767851,0.016882,10.781790,0.009418,-824787319.024,589007297.825,154611540.500,-8.331,-10.386,-4.120,-135725960.852,-58792355.249,-25489113.745,12.141,-25.204,-10.757,7.876321,28.780,8.780
632,135472,60415.113861,962803413.239773,25.920,136.768262,0.017111,10.782017,0.009353,-824804717.917,588985607.114,154602936.941,-8.331,-10.386,-4.120,-135700529.362,-58845004.785,-25511578.818,12.212,-25.211,-10.755,7.877615,28.780,8.780
632,139221,60419.974119,973744540.085140,26.342,136.887148,0.027933,10.820581,0.006322,-828293897.530,584618094.366,152871438.096,-8.288,-10.417,-4.128,-130090514.091,-69042883.901,-29933646.081,14.119,-24.000,-10.294,8.101919,28.815,8.815
632,139242,60419.984863,973769006.942833,26.370,136.887449,0.027941,10.820649,0.006289,-828301591.004,584608425.199,152867606.657,-8.288,-10.417,-4.128,-130077397.437,-69065171.761,-29943201.674,14.141,-24.018,-10.293,8.102375,28.815,8.815
632,141184,60421.997361,978381843.746666,26.660,136.952426,0.032516,10.831850,0.004856,-829741088.125,582796221.108,152149662.369,-8.271,-10.429,-4.131,-127491217.785,-73153353.847,-31715001.555,15.043,-23.567,-10.083,8.179267,28.829,8.829
632,141234,60422.021107,978436604.777944,26.722,136.953200,0.032602,10.831964,0.004783,-829758054.675,582774825.498,152141187.781,-8.270,-10.429,-4.131,-127460296.398,-73201737.353,-31735686.814,15.101,-23.597,-10.081,8.180164,28.829,8.829
632,143071,60423.968214,982938273.405327,26.814,137.025020,0.036975,10.840100,0.003545,-831147805.388,581019411.737,151446024.672,-8.253,-10.442,-4.134,-124812564.628,-77072434.457,-33413938.140,15.834,-23.027,-9.868,8.245462,28.842,8.842
632,143092,60423.978977,982963220.953880,26.841,137.025418,0.036986,10.840138,0.003512,-831155479.504,581009702.655,151442180.531,-8.253,-10.442,-4.134,-124797829.540,-77093855.936,-33423114.049,15.857,-23.044,-9.867,8.245820,28.842,8.842
632,143148,60424.004531,983022555.354763,26.907,137.026364,0.037053,10.840227,0.003434,-831173699.100,580986651.027,151433053.676,-8.253,-10.442,-4.134,-124762755.993,-77144775.566,-33444895.255,15.916,-23.081,-9.864,8.246670,28.842,8.842
632,143198,60424.028680,983078761.767039,26.969,137.027260,0.037164,10.840309,0.003360,-831190916.779,580964866.135,151424428.404,-8.253,-10.442,-4.134,-124729483.937,-77192961.986,-33465473.678,15.978,-23.107,-9.861,8.247470,28.842,8.842
632,144118,60424.997097,985330650.530311,26.992,137.066287,0.039268,10.843335,0.002754,-831881003.603,580091003.585,151078475.563,-8.244,-10.448,-4.136,-123359310.234,-79085298.051,-34286059.075,16.319,-22.814,-9.752,8.276581,28.848,8.848
632,144168,60425.020917,985386264.189390,27.053,137.067224,0.039368,10.843400,0.002682,-831897968.642,580069502.873,151069964.515,-8.244,-10.448,-4.136,-123325664.134,-79132279.968,-34306125.817,16.379,-22.841,-9.749,8.277317,28.848,8.848
632,145536,60426.969552,989940482.562705,27.108,137.152153,0.043647,10.847473,0.001429,-833284343.847,578309587.643,150373441.559,-8.227,-10.460,-4.139,-120466031.201,-82873970.308,-35928518.824,17.084,-22.243,-9.521,8.329367,28.861,8.861
632,145538,60426.970446,989942578.343478,27.110,137.152192,0.043648,10.847474,0.001427,-833284979.788,578308779.044,150373121.602,-8.227,-10.460,-4.139,-120464710.401,-82875689.965,-35929254.877,17.085,-22.244,-9.521,8.329390,28.861,8.861
632,145557,60426.980373,989965841.075766,27.135,137.152625,0.043667,10.847488,0.001396,-833292034.950,578299808.331,150369571.959,-8.227,-10.460,-4.139,-120450047.123,-82894775.079,-35937420.196,17.107,-22.259,-9.520,8.329653,28.861,8.861
632,145559,60426.981267,989967937.282232,27.138,137.152664,0.043669,10.847489,0.001393,-833292670.362,578299000.391,150369252.263,-8.227,-10.460,-4.139,-120448725.557,-82896494.576,-35938155.549,17.109,-22.261,-9.520,8.329677,28.861,8.861
632,151347,60432.965273,1004099419.829643,27.492,137.465307,0.056688,10.843284,-0.002821,-837531814.165,572881882.826,148227033.513,-8.173,-10.497,-4.149,-110853403.009,-93806123.557,-40667478.586,19.437,-20.501,-8.758,8.436505,28.896,8.896
632,151368,60432.976087,1004125118.304146,27.519,137.465920,0.056717,10.843253,-0.002853,-837539449.792,572872076.466,148223157.886,-8.173,-10.497,-4.149,-110835231.126,-93825284.435,-40675660.634,19.462,-20.515,-8.757,8.436647,28.896,8.896
632,151415,60432.997208,1004175385.189536,27.572,137.467119,0.056800,10.843192,-0.002917,-837554363.250,572852922.753,148215588.062,-8.173,-10.497,-4.149,-110799668.474,-93862744.332,-40691637.803,19.514,-20.539,-8.754,8.436923,28.897,8.897
632,151465,60433.020601,1004231171.319364,27.629,137.468449,0.056932,10.843123,-0.002986,-837570880.842,572831708.023,148207203.733,-8.173,-10.497,-4.149,-110760164.637,-93904278.052,-40709328.099,19.576,-20.558,-8.751,8.437225,28.897,8.897
632,154291,60435.958037,1011219564.677953,27.575,137.650511,0.063037,10.831674,-0.004952,-839641605.653,570165540.755,147153813.142,-8.147,-10.515,-4.153,-105615309.754,-98906855.504,-42878907.772,20.530,-19.540,-8.341,8.460354,28.913,8.913
632,154312,60435.968788,1011245192.266407,27.602,137.651189,0.063065,10.831620,-0.004985,-839649172.651,570155773.801,147149955.400,-8.147,-10.515,-4.153,-105596227.021,-98925013.503,-42886655.509,20.555,-19.554,-8.340,8.460425,28.913,8.913
632,155422,60437.022965,1013757558.566602,27.750,137.720831,0.065450,10.825996,-0.005864,-840390678.076,569197837.556,146771630.973,-8.137,-10.522,-4.155,-103685473.606,-100662880.314,-43639369.132,21.053,-19.269,-8.187,8.464282,28.919,8.919
632,155472,60437.046711,1013814545.521246,27.802,137.722387,0.065645,10.825856,-0.005928,-840407370.848,569176253.037,146763107.366,-8.137,-10.522,-4.155,-103642212.228,-100702419.711,-43656163.170,21.120,-19.274,-8.184,8.464377,28.919,8.919
6624,56843,60308.359254,2121470606.740442,-26.120,174.139495,-0.003958,-21.538346,-0.029270,-1983597166.690,335137182.516,-720912871.278,-1.219,-5.669,-3.776,-20578261.935,133646467.303,57929600.277,-30.130,-4.288,-1.697,3.937284,31.895,11.895
6624,65755,60321.332252,2092873054.747331,-24.866,174.001307,-0.019219,-21.872128,-0.022137,-1984947158.243,328779360.763,-725139393.082,-1.189,-5.674,-3.765,-53359279.310,125805926.794,54531989.764,-28.395,-10.398,-4.343,3.787319,31.859,11.859
6624,65777,60321.343838,2092848177.050189,-24.838,174.001085,-0.019248,-21.872384,-0.022105,-1984948348.828,328773680.091,-725143162.233,-1.189,-5.674,-3.765,-53387688.404,125795510.618,54527640.660,-28.365,-10.412,-4.346,3.787100,31.859,11.859
6624,72526,60331.193823,2072525266.701679,-23.162,173.767551,-0.029638,-22.059292,-0.016120,-1985950820.791,323942534.141,-728343992.823,-1.166,-5.678,-3.757,-76496043.484,115415209.321,50025829.737,-26.274,-14.505,-6.201,3.561129,31.826,11.826
6624,72529,60331.195159,2072522592.743969,-23.160,173.767512,-0.029646,-22.059314,-0.016118,-1985950955.470,323941878.520,-728344426.568,-1.166,-5.678,-3.757,-76499076.770,115413534.469,50025113.832,-26.272,-14.509,-6.201,3.561092,31.826,11.826
6624,72576,60331.216236,2072480452.093585,-23.123,173.766885,-0.029773,-22.059653,-0.016073,-1985953079.674,323931537.626,-728351267.873,-1.166,-5.678,-3.757,-76546886.292,115387065.635,50013818.394,-26.236,-14.561,-6.205,3.560504,31.826,11.826
6624,72579,60331.217574,2072477778.858801,-23.120,173.766846,-0.029781,-22.059675,-0.016070,-1985953214.540,323930881.070,-728351702.235,-1.166,-5.678,-3.757,-76549919.513,115385381.891,50013100.997,-26.234,-14.565,-6.205,3.560467,31.826,11.826
6624,72913,60331.375289,2072165177.666035,-22.744,173.762101,-0.030233,-22.062176,-0.015635,-1985969107.135,323853499.475,-728402894.803,-1.166,-5.678,-3.756,-76904870.137,115185039.715,49928350.734,-25.838,-14.781,-6.234,3.556007,31.825,11.825
6624,75869,60336.283819,2062744366.817970,-21.686,173.606493,-0.035169,-22.131281,-0.012536,-1986461243.679,321444755.576,-729995234.146,-1.155,-5.680,-3.752,-87577497.062,108668782.161,47102582.086,-24.585,-16.715,-7.084,3.409689,31.807,11.807
