START HEADER
[CONF]
cache dir = _cache/sspp_testset_orbits/1-10
[ASTEROID]
population model = ./demo/sspp_testset_orbits.des
spk t0 = 60188
ndays = 395
object1 = 1
nobjects = 10
spk step = 1
nbody = T
input format = whitespace
[SURVEY]
survey database = ./demo/baseline_v2.0_1yr.db
field1 = 1
nfields = 216011
mpcobscode file = obslist.dat
telescope = I11
surveydbquery = SELECT observationId,observationStartMJD as observationStartMJD_TAI,fieldRA,fieldDEC,rotSkyPos FROM observations order by observationStartMJD_TAI
[CAMERA]
threshold = 5
camera = instrument_circle.dat
[OUTPUT]
output file = stdout
output format = csv
Survey length:
Field 1 : 60218.001805555556
Field n : 60582.99947369435
Days : 365.0
END HEADER
ObjID,FieldID,FieldMJD_TAI,AstRange(km),AstRangeRate(km/s),AstRA(deg),AstRARate(deg/day),AstDec(deg),AstDecRate(deg/day),Ast-Sun(J2000x)(km),Ast-Sun(J2000y)(km),Ast-Sun(J2000z)(km),Ast-Sun(J2000vx)(km/s),Ast-Sun(J2000vy)(km/s),Ast-Sun(J2000vz)(km/s),Obs-Sun(J2000x)(km),Obs-Sun(J2000y)(km),Obs-Sun(J2000z)(km),Obs-Sun(J2000vx)(km/s),Obs-Sun(J2000vy)(km/s),Obs-Sun(J2000vz)(km/s),Sun-Ast-Obs(deg),V,V(H=0)
307764,124765,60403.373859,133690689.265920,-9.761,206.764534,-0.586712,-34.576292,0.085436,-243580174.932,-82226597.112,-90025385.435,7.114,-12.076,-4.117,-145296243.710,-32656141.472,-14155502.807,6.982,-26.755,-11.556,16.885210,21.955,1.955
307764,124768,60403.375208,133689551.547150,-9.758,206.763742,-0.586610,-34.576177,0.085498,-243579345.617,-82228004.957,-90025865.398,7.114,-12.076,-4.117,-145295429.643,-32659260.217,-14156849.976,6.984,-26.751,-11.556,16.884566,21.955,1.955
307764,125199,60404.139238,133037998.232891,-9.892,206.325176,-0.598132,-34.512747,0.082863,-243106248.258,-83024026.674,-90296356.183,7.219,-12.040,-4.078,-144851775.695,-34409903.878,-14918411.460,6.918,-26.968,-11.518,16.531257,21.932,1.932
307764,125249,60404.163683,133017160.738601,-9.838,206.310533,-0.599791,-34.510704,0.084280,-243090996.194,-83049456.781,-90304968.065,7.223,-12.039,-4.077,-144837085.576,-34466865.367,-14942737.463,6.992,-26.969,-11.517,16.519938,21.931,1.931
307764,128476,60407.351285,130528398.554005,-8.127,204.398547,-0.625258,-34.171491,0.131262,-241041208.667,-86344253.096,-91405103.358,7.662,-11.886,-3.912,-142691714.749,-41733944.092,-18090984.336,8.944,-26.282,-11.340,15.109724,21.838,1.838
307764,128534,60407.378789,130509143.701889,-8.080,204.381381,-0.622946,-34.167863,0.132503,-241022996.044,-86372496.580,-91414397.680,7.666,-11.884,-3.910,-142670423.744,-41796316.182,-18117930.543,8.973,-26.211,-11.338,15.097982,21.838,1.838
307764,129322,60408.313123,129849334.567837,-7.765,203.806256,-0.634920,-34.046042,0.141268,-240398963.909,-87330023.899,-91728102.879,7.794,-11.838,-3.861,-141961741.212,-43901189.452,-19030791.774,9.376,-26.223,-11.279,14.716995,21.812,1.812
307764,129372,60408.336197,129833903.221351,-7.717,203.791623,-0.633378,-34.042768,0.142516,-240383421.799,-87353623.297,-91735800.104,7.797,-11.837,-3.860,-141943009.751,-43953412.992,-19053276.246,9.414,-26.167,-11.278,14.707611,21.812,1.812
307764,130844,60410.147022,128652122.780431,-7.271,202.662076,-0.647873,-33.776255,0.154851,-239143998.791,-89198452.897,-92332321.418,8.046,-11.745,-3.765,-140462731.404,-47995903.003,-20808018.936,9.926,-26.127,-11.153,14.026372,21.765,1.765
307764,132034,60411.266019,127985473.044285,-6.514,201.951350,-0.652748,-33.591964,0.174646,-238358673.677,-90331238.319,-92693450.332,8.199,-11.688,-3.705,-139476107.810,-50477715.972,-21882321.135,10.739,-25.821,-11.071,13.649908,21.739,1.739
307764,132084,60411.290586,127971707.745833,-6.457,201.935328,-0.651518,-33.587655,0.176127,-238341265.982,-90356045.313,-92701314.200,8.203,-11.686,-3.704,-139453257.014,-50532469.740,-21905818.032,10.791,-25.770,-11.069,13.641966,21.738,1.738
307764,137325,60417.095396,125313968.109640,-4.116,198.219823,-0.656110,-32.398063,0.232997,-234028257.744,-96139698.316,-94480717.178,8.996,-11.373,-3.390,-133524723.889,-63057277.303,-27337710.074,13.081,-24.792,-10.575,12.473316,21.641,1.641
307764,138272,60418.097982,124992046.077256,-3.633,197.579759,-0.653622,-32.155036,0.243822,-233243111.266,-97122457.560,-94771974.321,9.132,-11.317,-3.335,-132365512.966,-65161411.294,-28249700.253,13.543,-24.576,-10.480,12.433187,21.632,1.632
307764,146061,60427.220163,123925143.232910,0.927,192.028828,-0.583286,-29.521196,0.327398,-225557476.988,-105830198.379,-97197920.591,10.369,-10.769,-2.817,-120088886.437,-83356683.597,-36134361.829,17.756,-22.187,-9.492,14.388419,21.665,1.665
307764,146111,60427.244397,123927140.673715,0.981,192.014716,-0.581339,-29.513248,0.328520,-225535762.459,-105852745.416,-97203816.985,10.373,-10.768,-2.815,-120051655.620,-83403083.947,-36154233.512,17.806,-22.134,-9.489,14.398537,21.665,1.665
307764,146632,60428.031920,123990033.078368,0.905,191.575068,-0.573398,-29.256905,0.323350,-224826370.445,-106583700.724,-97393820.906,10.479,-10.718,-2.769,-118852829.705,-84878505.274,-36796618.114,17.644,-22.040,-9.393,14.727999,21.676,1.676
307764,146682,60428.056370,123992005.066593,0.963,191.561034,-0.574536,-29.248985,0.324538,-224804230.649,-106606339.286,-97399669.660,10.482,-10.716,-2.768,-118815485.464,-84925078.285,-36816456.923,17.713,-22.053,-9.390,14.738954,21.676,1.676
307764,149544,60431.031819,124447148.448053,2.238,189.956135,-0.535843,-28.251404,0.337866,-222057801.181,-109336382.003,-98088737.258,10.884,-10.522,-2.592,-114085784.713,-90383217.644,-39182765.915,18.837,-21.173,-9.015,16.146073,21.725,1.725
307764,149594,60431.056609,124452005.916995,2.298,189.942840,-0.536732,-28.243014,0.339034,-222034485.668,-109358916.378,-98094287.850,10.887,-10.520,-2.591,-114045364.098,-90428579.167,-39202070.925,18.907,-21.183,-9.012,16.158999,21.726,1.726
307764,153852,60435.218997,125638667.621216,4.393,187.899504,-0.472293,-26.795132,0.357038,-218018173.818,-113091707.788,-98981014.584,11.448,-10.237,-2.340,-106934285.013,-97678519.815,-42342886.969,20.849,-19.734,-8.448,18.403969,21.809,1.809
307764,157038,60440.958929,128232400.327105,6.013,185.526734,-0.380355,-24.771522,0.345658,-212149204.182,-118066607.376,-100053210.926,12.220,-9.822,-1.982,-96257258.331,-106852898.943,-46323727.038,22.250,-17.839,-7.593,21.704801,21.940,1.940
307764,157059,60440.969721,128238017.297668,6.035,185.522626,-0.380927,-24.767790,0.345980,-212137809.144,-118075765.059,-100055059.007,12.222,-9.821,-1.982,-96236499.694,-106869538.162,-46330806.176,22.276,-17.851,-7.591,21.711182,21.941,1.941
307764,159441,60443.156329,129488463.443546,7.164,184.755271,-0.345872,-24.007707,0.348223,-209801159.293,-119915571.531,-100416291.019,12.515,-9.655,-1.842,-91921807.618,-110109628.857,-47732675.177,23.415,-17.041,-7.248,22.975010,21.993,1.993
307764,159491,60443.180469,129503462.162665,7.217,184.746944,-0.343955,-23.999292,0.348923,-209775053.290,-119935707.491,-100420131.557,12.519,-9.654,-1.841,-91872913.091,-110145122.343,-47747788.084,23.469,-16.992,-7.244,22.989149,21.994,1.994
307764,162329,60452.112879,135840844.121001,9.466,182.432455,-0.203075,-21.073788,0.308808,-199651663.396,-127111707.492,-101614763.166,13.716,-8.931,-1.249,-73010326.495,-121731994.914,-52770474.621,25.805,-13.621,-5.753,27.867474,22.209,2.209
307764,162379,60452.136880,135860529.052863,9.519,182.427600,-0.201457,-21.066370,0.309357,-199623217.861,-127130224.038,-101617352.393,13.719,-8.929,-1.248,-72956755.370,-121760197.010,-52782400.206,25.861,-13.578,-5.749,27.880066,22.209,2.209
307764,163450,60461.064247,143639515.659242,10.868,181.318939,-0.076574,-18.566023,0.254062,-188580390.891,-133712490.709,-102340115.725,14.915,-8.125,-0.620,-52452331.343,-130578287.035,-56605691.369,27.609,-9.939,-4.148,32.075837,22.411,2.411
307764,163500,60461.088771,143662604.765717,10.925,181.317076,-0.075321,-18.559787,0.254530,-188548785.817,-133729704.099,-102341426.926,14.918,-8.123,-0.618,-52393765.932,-130599309.696,-56614474.921,27.669,-9.902,-4.143,32.086615,22.411,2.411
307764,172939,60488.980469,170572714.866678,10.665,183.833405,0.203694,-13.942949,0.087776,-148107502.282,-149718794.246,-101206190.319,18.644,-4.964,1.645,17069090.250,-138651040.550,-60105732.157,29.242,2.573,1.279,40.556254,22.850,2.850
307764,172941,60488.981370,170573545.131881,10.667,183.833589,0.203718,-13.942870,0.087788,-148106050.993,-149719180.652,-101206062.264,18.644,-4.964,1.645,17071366.692,-138650840.178,-60105632.564,29.244,2.575,1.279,40.556445,22.850,2.850
307764,172989,60489.004444,170594861.459230,10.718,183.838297,0.204463,-13.940841,0.088065,-148068880.644,-149729073.205,-101202780.634,18.647,-4.961,1.647,17129720.903,-138645675.722,-60103077.473,29.297,2.608,1.284,40.561343,22.851,2.851
307764,172991,60489.005341,170595692.015402,10.720,183.838481,0.204497,-13.940762,0.088075,-148067435.790,-149729457.582,-101202652.999,18.647,-4.961,1.647,17131991.095,-138645473.596,-60102977.985,29.299,2.609,1.284,40.561534,22.851,2.851
307764,173023,60489.019706,170609015.677361,10.750,183.841423,0.205085,-13.939496,0.088235,-148044291.287,-149735613.143,-101200607.729,18.649,-4.959,1.649,17168374.849,-138642220.054,-60101382.620,29.330,2.634,1.287,40.564576,22.851,2.851
307764,173025,60489.020601,170609846.512695,10.752,183.841606,0.205125,-13.939417,0.088245,-148042850.097,-149735996.344,-101200480.325,18.649,-4.959,1.649,17170641.562,-138642016.433,-60101283.171,29.331,2.636,1.287,40.564765,22.851,2.851
307764,173073,60489.043578,170631236.564768,10.796,183.846332,0.206250,-13.937387,0.088475,-148005824.682,-149745837.095,-101197205.326,18.652,-4.956,1.651,17228917.961,-138636739.984,-60098723.935,29.377,2.681,1.291,40.569616,22.851,2.851
307764,173075,60489.044470,170632068.041443,10.798,183.846516,0.206298,-13.937308,0.088484,-148004388.346,-149746218.694,-101197078.205,18.652,-4.955,1.651,17231180.269,-138636533.443,-60098624.487,29.378,2.683,1.291,40.569804,22.851,2.851
307764,175024,60490.993448,172391789.969252,10.486,184.281422,0.218811,-13.777392,0.078464,-144841743.237,-150558348.076,-100904076.741,18.912,-4.689,1.830,22122804.656,-138058658.884,-59848927.946,29.163,3.500,1.673,40.951533,22.869,2.869
356450,5829,60225.290116,5709680780.633022,2.950,11.320281,-0.020243,-2.295485,-0.008657,5738902320.406,1154027739.313,-213890855.795,-1.124,4.256,1.338,144794459.312,34155591.729,14799446.730,-8.201,26.631,11.433,0.208860,35.930,15.930
356450,5879,60225.313827,5709686883.230374,3.006,11.319801,-0.020207,-2.295691,-0.008654,5738900018.173,1154036459.096,-213888114.218,-1.124,4.256,1.338,144777607.958,34210099.064,14822868.914,-8.248,26.580,11.432,0.209220,35.930,15.930
356450,8279,60228.245982,5710564730.245342,4.404,11.261358,-0.020208,-2.320815,-0.008462,5738615195.664,1155114705.770,-213549091.935,-1.125,4.256,1.338,142592103.473,40843458.562,17699089.532,-9.601,26.317,11.271,0.260524,35.939,15.939
356450,8283,60228.247766,5710565409.350227,4.409,11.261322,-0.020206,-2.320830,-0.008462,5738615022.311,1155115361.714,-213548885.686,-1.125,4.256,1.338,142590623.397,40847514.368,17700826.550,-9.606,26.314,11.270,0.260559,35.939,15.939
356450,8329,60228.268336,5710573294.913844,4.464,11.260907,-0.020182,-2.321004,-0.008459,5738613023.264,1155122925.823,-213546507.295,-1.125,4.256,1.338,142573507.348,40894249.362,17720856.120,-9.655,26.277,11.269,0.260960,35.939,15.939
356450,8333,60228.270118,5710573982.563049,4.469,11.260871,-0.020180,-2.321019,-0.008459,5738612850.105,1155123581.029,-213546301.278,-1.125,4.256,1.338,142572020.707,40898294.362,17722590.995,-9.659,26.273,11.269,0.260994,35.939,15.939
356450,9212,60229.284370,5710968952.677331,5.027,11.240711,-0.020115,-2.329568,-0.008383,5738514267.542,1155496538.993,-213429030.257,-1.125,4.256,1.338,141728571.959,43170140.218,18707327.816,-10.186,26.095,11.206,0.281093,35.942,15.942
356450,9262,60229.308262,5710979387.716790,5.082,11.240231,-0.020077,-2.329769,-0.008380,5738511944.992,1155505324.219,-213426267.840,-1.125,4.256,1.338,141707497.927,43223951.125,18730458.180,-10.231,26.041,11.205,0.281579,35.942,15.942
356450,9876,60230.202949,5711364711.831165,5.324,11.222522,-0.020146,-2.337246,-0.008319,5738424957.774,1155834309.156,-213322821.063,-1.125,4.256,1.338,140929113.728,45213835.431,19594259.065,-10.479,26.076,11.145,0.299956,35.945,15.945
356450,9926,60230.226710,5711375714.642597,5.394,11.222043,-0.020129,-2.337443,-0.008315,5738422647.193,1155843046.442,-213320073.661,-1.125,4.256,1.338,140907532.388,45267338.083,19617138.761,-10.544,26.044,11.144,0.300455,35.945,15.945
356450,12584,60234.116463,5713475497.924601,7.138,11.145528,-0.019873,-2.369182,-0.007995,5738044180.100,1157273275.812,-212870323.135,-1.127,4.256,1.338,137119990.988,53793269.169,23314872.965,-12.180,25.435,10.853,0.384853,35.958,15.958
356450,12634,60234.140431,5713490354.412505,7.210,11.145052,-0.019881,-2.369374,-0.007991,5738041846.671,1157282088.171,-212867551.869,-1.127,4.256,1.338,137094693.195,53845937.218,23337345.538,-12.252,25.430,10.851,0.385393,35.959,15.959
356450,13583,60235.206137,5714183407.708808,7.921,11.124260,-0.019770,-2.377836,-0.007887,5737938075.564,1157673919.283,-212744329.143,-1.127,4.256,1.338,135945719.748,56143454.710,24332416.044,-12.922,25.174,10.763,0.409279,35.962,15.962
356450,14193,60236.105561,5714806652.845636,8.131,11.106848,-0.019687,-2.384895,-0.007809,5737850469.567,1158004606.386,-212640332.497,-1.128,4.255,1.338,134941273.746,58062336.980,25165717.245,-13.105,25.045,10.684,0.429528,35.965,15.965
356450,14196,60236.106802,5714807525.070599,8.135,11.106824,-0.019688,-2.384904,-0.007809,5737850348.645,1158005062.764,-212640188.971,-1.128,4.255,1.338,134939868.007,58065022.984,25166863.053,-13.109,25.045,10.684,0.429557,35.965,15.965
356450,14243,60236.128231,5714822644.951577,8.198,11.106402,-0.019696,-2.385072,-0.007805,5737848261.076,1158012941.492,-212637711.190,-1.128,4.255,1.338,134915536.940,58111391.492,25186642.113,-13.174,25.042,10.682,0.430046,35.965,15.965
356450,14246,60236.129577,5714823598.612952,8.202,11.106375,-0.019696,-2.385082,-0.007805,5737848129.952,1158013436.368,-212637555.556,-1.128,4.255,1.338,134914004.690,58114303.701,25187884.359,-13.178,25.041,10.682,0.430077,35.965,15.965
356450,15796,60239.106145,5717139029.931998,9.647,11.049257,-0.019359,-2.407866,-0.007505,5737558031.169,1159107773.570,-212293385.136,-1.129,4.255,1.338,131352958.401,64369582.095,27899808.135,-14.512,24.402,10.403,0.497562,35.975,15.975
356450,15846,60239.130031,5717159013.197842,9.719,11.048794,-0.019365,-2.408045,-0.007500,5737555702.123,1159116555.067,-212290623.247,-1.129,4.255,1.338,131322934.515,64419935.253,27921276.193,-14.584,24.394,10.401,0.498110,35.975,15.975
356450,16635,60240.125185,5718018682.251235,10.202,11.029932,-0.019239,-2.415455,-0.007395,5737458653.967,1159482409.234,-212175556.143,-1.129,4.255,1.338,130053297.289,66473146.138,28811334.837,-15.028,24.166,10.302,0.520694,35.978,15.978
356450,16685,60240.149341,5718040051.559117,10.275,11.029467,-0.019237,-2.415634,-0.007390,5737456297.873,1159491289.769,-212172763.037,-1.129,4.255,1.338,130021857.041,66523568.382,28832833.417,-15.100,24.150,10.300,0.521248,35.978,15.978
356450,20774,60247.033411,5725124559.671996,13.325,10.902898,-0.018136,-2.463820,-0.006598,5736784146.209,1162021914.122,-211376765.278,-1.131,4.255,1.338,120199788.592,80143876.950,34737934.284,-17.845,22.375,9.535,0.675376,35.999,15.999
356450,20824,60247.057362,5725152200.088317,13.390,10.902463,-0.018156,-2.463978,-0.006593,5736781805.196,1162030717.991,-211373995.830,-1.131,4.255,1.338,120162790.994,80190191.180,34757662.634,-17.913,22.386,9.532,0.675908,35.999,15.999
356450,21804,60248.166490,5726474902.254738,14.180,10.882752,-0.017970,-2.471207,-0.006444,5736673378.596,1162438406.565,-211245746.756,-1.132,4.254,1.338,118415358.293,82286554.237,35664684.669,-18.649,22.035,9.398,0.700209,36.002,16.002
356450,21854,60248.190534,5726504431.084846,14.248,10.882321,-0.017946,-2.471362,-0.006439,5736671027.670,1162447244.499,-211242966.516,-1.132,4.254,1.338,118376551.780,82332289.653,35684204.229,-18.710,21.995,9.395,0.700739,36.002,16.002
356450,24559,60259.046490,5741971906.872893,18.714,10.703125,-0.015591,-2.533351,-0.004933,5735607830.363,1166437138.559,-209987662.056,-1.135,4.254,1.338,99044984.177,101079366.158,43812854.030,-22.612,18.580,7.882,0.925039,36.031,16.031
356450,24609,60259.070881,5742011417.960748,18.784,10.702745,-0.015594,-2.533472,-0.004927,5735605437.648,1166446101.936,-209984841.626,-1.135,4.254,1.338,98997257.227,101118513.903,43829459.762,-22.683,18.571,7.878,0.925518,36.031,16.031
356450,25231,60260.008230,5743552345.015259,19.022,10.688584,-0.015314,-2.538021,-0.004789,5735513471.900,1166790564.882,-209876451.106,-1.136,4.254,1.338,97149273.118,102574370.084,44461558.129,-22.859,18.217,7.731,0.943513,36.033,16.033
356450,25232,60260.008677,5743553078.592871,19.023,10.688577,-0.015314,-2.538023,-0.004789,5735513428.101,1166790728.906,-209876399.493,-1.136,4.254,1.338,97148391.538,102575072.606,44461856.276,-22.861,18.217,7.731,0.943522,36.033,16.033
356450,25255,60260.020764,5743572961.717206,19.055,10.688392,-0.015323,-2.538081,-0.004786,5735512242.010,1166795170.763,-209875001.779,-1.136,4.254,1.338,97124499.703,102594099.310,44469929.251,-22.894,18.220,7.729,0.943756,36.034,16.034
356450,25256,60260.021211,5743573696.942467,19.056,10.688385,-0.015323,-2.538083,-0.004786,5735512198.190,1166795334.865,-209874950.142,-1.136,4.254,1.338,97123616.354,102594802.302,44470227.466,-22.896,18.220,7.729,0.943764,36.034,16.034
356450,25603,60260.183173,5743843603.459432,19.512,10.685905,-0.015245,-2.538855,-0.004746,5735496304.912,1166854852.886,-209856221.643,-1.136,4.254,1.338,96800065.151,102849023.043,44578214.209,-23.328,18.048,7.705,0.946897,36.034,16.034
356450,25653,60260.206896,5743883655.568753,19.568,10.685544,-0.015205,-2.538967,-0.004741,5735493976.910,1166863570.688,-209853478.412,-1.136,4.254,1.338,96752201.788,102885961.304,44594002.310,-23.374,17.994,7.701,0.947354,36.034,16.034
356450,28211,60264.018071,5750481729.344431,20.637,10.630569,-0.014234,-2.555935,-0.004153,5735119762.139,1168264050.502,-209412769.171,-1.137,4.253,1.338,88955641.968,108495152.808,47028226.493,-24.235,16.724,7.078,1.017703,36.043,16.043
356450,28212,60264.018519,5750482528.390845,20.638,10.630563,-0.014234,-2.555936,-0.004153,5735119718.112,1168264215.167,-209412717.351,-1.137,4.253,1.338,88954703.592,108495800.344,47028500.556,-24.237,16.724,7.078,1.017711,36.043,16.043
356450,28236,60264.030648,5750504173.241320,20.672,10.630390,-0.014239,-2.555987,-0.004150,5735118526.504,1168268671.923,-209411314.816,-1.137,4.253,1.338,88929287.402,108513326.018,47035917.126,-24.271,16.724,7.076,1.017932,36.043,16.043
356450,28237,60264.031097,5750504975.296143,20.673,10.630384,-0.014239,-2.555989,-0.004150,5735118482.386,1168268836.929,-209411262.889,-1.137,4.253,1.338,88928345.709,108513974.859,47036191.675,-24.272,16.723,7.076,1.017940,36.043,16.043
356450,29058,60265.080412,5752406638.752586,21.195,10.615934,-0.013948,-2.560250,-0.003975,5735015375.340,1168654406.018,-209289923.255,-1.138,4.253,1.338,86709652.804,109977116.691,47669720.576,-24.729,16.305,6.899,1.036558,36.046,16.046
356450,29108,60265.104916,5752451585.858880,21.266,10.615592,-0.013934,-2.560347,-0.003968,5735012967.195,1168663409.675,-209287089.744,-1.138,4.253,1.338,86657227.722,110011606.415,47684322.594,-24.796,16.276,6.895,1.036995,36.046,16.046
356450,30506,60267.083421,5756133970.512916,21.941,10.589278,-0.013351,-2.567883,-0.003644,5734818466.648,1169390385.303,-209058300.197,-1.138,4.253,1.338,82394356.822,112662959.978,48833902.321,-25.348,15.504,6.554,1.071091,36.050,16.050
356450,30556,60267.107164,5756179051.154292,22.009,10.588961,-0.013334,-2.567969,-0.003638,5734816131.802,1169399109.287,-209055554.571,-1.138,4.253,1.338,82342292.909,112694734.618,48847343.191,-25.411,15.473,6.550,1.071500,36.050,16.050
356450,35389,60274.026421,5769971504.197745,24.126,10.506533,-0.011140,-2.589125,-0.002468,5734135005.275,1171941268.240,-208255416.192,-1.141,4.252,1.339,66693431.240,120874911.103,52393746.287,-27.076,12.635,5.302,1.180263,36.066,16.066
356450,35415,60274.039481,5769998749.411981,24.163,10.506387,-0.011139,-2.589157,-0.002465,5734133718.289,1171946066.271,-208253905.900,-1.141,4.252,1.339,66662858.352,120889163.841,52399727.813,-27.112,12.626,5.300,1.180456,36.066,16.066
356450,36183,60275.061604,5772147860.504373,24.532,10.495521,-0.010794,-2.591585,-0.002285,5734032980.782,1172321567.305,-208135706.693,-1.141,4.252,1.339,64262760.132,121950456.914,52859338.329,-27.410,12.173,5.109,1.195088,36.068,16.068
356450,36233,60275.085337,5772198232.561760,24.598,10.495265,-0.010777,-2.591639,-0.002279,5734030641.348,1172330286.078,-208132962.188,-1.141,4.252,1.339,64206491.722,121975386.272,52869810.606,-27.471,12.141,5.105,1.195431,36.068,16.068
356450,36257,60275.096078,5772221075.086812,24.627,10.495149,-0.010766,-2.591663,-0.002276,5734029582.514,1172334232.198,-208131720.023,-1.141,4.252,1.339,64180983.928,121986646.004,52874547.455,-27.498,12.124,5.103,1.195585,36.068,16.068
356450,36307,60275.118749,5772269372.407712,24.687,10.494906,-0.010740,-2.591715,-0.002270,5734027347.796,1172342560.625,-208129098.389,-1.141,4.252,1.339,64127070.147,122010353.564,52884538.785,-27.551,12.082,5.099,1.195911,36.068,16.068
356450,50504,60296.037651,5821110959.115670,29.042,10.356238,-0.002914,-2.600137,0.001510,5731958820.433,1180025917.813,-205709919.801,-1.148,4.251,1.339,11574478.855,134654899.870,58367043.074,-30.382,2.388,0.882,1.404124,36.104,16.104
356450,50531,60296.051110,5821144748.614290,29.075,10.356199,-0.002899,-2.600116,0.001513,5731957485.452,1180030859.965,-205708363.332,-1.148,4.251,1.339,11539133.045,134657662.973,58368067.562,-30.412,2.364,0.880,1.404203,36.104,16.104
356450,54626,60302.064826,5836320337.141153,29.669,10.347958,-0.000432,-2.587776,0.002600,5731360437.163,1182239060.856,-205012868.574,-1.150,4.250,1.339,-4177568.054,134955310.134,58496272.303,-30.534,-0.599,-0.384,1.429759,36.112,16.112
356450,54676,60302.087498,5836378500.073543,29.715,10.347949,-0.000392,-2.587717,0.002605,5731358184.246,1182247385.345,-205010246.508,-1.150,4.250,1.339,-4237417.409,134954084.907,58495515.802,-30.571,-0.653,-0.389,1.429831,36.112,16.112
356450,56861,60309.040416,5854150010.058209,29.870,10.356828,0.002407,-2.565414,0.003821,5730666559.995,1184800129.759,-204206111.060,-1.153,4.250,1.339,-22331572.651,133407840.113,57825497.657,-30.194,-3.949,-1.839,1.439580,36.119,16.119
356450,56888,60309.053852,5854184701.824828,29.898,10.356861,0.002429,-2.565362,0.003824,5730665222.077,1184805062.497,-204204557.080,-1.153,4.250,1.339,-22366637.828,133403238.020,57823361.657,-30.217,-3.980,-1.841,1.439582,36.119,16.119
356450,168176,60483.434532,5877401348.369921,-28.876,13.664900,0.008847,-1.204685,0.000454,5712852222.440,1248722401.679,-184026335.352,-1.212,4.235,1.340,3078549.152,-139464976.743,-60458806.244,29.310,0.849,0.194,1.462345,36.128,16.128
356450,169246,60484.440410,5874898100.917648,-28.944,13.673937,0.008474,-1.204310,0.000287,5712746865.686,1249090486.613,-183909890.061,-1.212,4.235,1.340,5623187.195,-139405999.598,-60433391.735,29.275,1.305,0.391,1.466868,36.128,16.128
356450,169752,60485.434405,5872417255.981489,-29.033,13.682507,0.008111,-1.204105,0.000122,5712642724.487,1249454215.830,-183794820.014,-1.213,4.235,1.340,8136269.345,-139309287.364,-60391464.682,29.262,1.754,0.585,1.470946,36.127,16.127
356450,192498,60529.429137,5765875821.779770,-24.371,13.686200,-0.008420,-1.352381,-0.006513,5708004588.681,1265545499.670,-178701447.323,-1.227,4.231,1.340,107404530.312,-98304406.592,-42619166.820,20.299,19.564,8.349,1.249866,36.068,16.068
356450,193385,60530.383266,5763862466.368032,-24.210,13.678318,-0.008780,-1.358652,-0.006628,5707903377.728,1265894310.338,-178590979.513,-1.228,4.231,1.340,109085969.870,-96705663.886,-41925505.101,20.050,19.928,8.481,1.236694,36.066,16.066
356450,193407,60530.394602,5763838769.316873,-24.179,13.678219,-0.008779,-1.358727,-0.006629,5707902175.080,1265898454.539,-178589667.036,-1.228,4.231,1.340,109105593.017,-96686149.983,-41917197.716,20.020,19.919,8.483,1.236532,36.066,16.066
356450,199305,60547.359279,5732204514.802035,-18.461,13.488439,-0.014069,-1.486159,-0.008276,5706098209.905,1272099201.075,-176625480.802,-1.234,4.229,1.340,133879875.614,-64482793.365,-27958016.931,13.155,24.428,10.442,0.952145,36.027,16.027
356450,199350,60547.381104,5732169759.791135,-18.401,13.488132,-0.014056,-1.486340,-0.008277,5706095883.714,1272107176.965,-176622953.799,-1.234,4.229,1.340,133904630.306,-64436754.201,-27938325.203,13.101,24.400,10.444,0.951717,36.027,16.027
356450,207279,60566.239962,5708385676.761968,-10.359,13.185411,-0.018352,-1.652900,-0.009197,5704080705.640,1278997543.802,-174439387.109,-1.240,4.228,1.340,148497489.003,-22560241.884,-9783554.937,4.314,27.256,11.642,0.549956,35.974,15.974
356450,212424,60574.233824,5702592413.713022,-6.421,13.036708,-0.019480,-1.726739,-0.009247,5703223411.488,1281917342.310,-173513803.920,-1.243,4.227,1.340,150133618.960,-3862158.191,-1679155.633,0.263,27.600,11.794,0.369619,35.949,15.949
356450,212474,60574.257808,5702579184.182644,-6.348,13.036241,-0.019479,-1.726960,-0.009245,5703220836.629,1281926101.605,-173511026.938,-1.243,4.227,1.340,150134090.393,-3804984.805,-1654716.710,0.193,27.581,11.794,0.369082,35.949,15.949
356450,212598,60574.315422,5702548002.166375,-6.183,13.035119,-0.019443,-1.727493,-0.009242,5703214651.054,1281947143.805,-173504355.867,-1.243,4.227,1.340,150134661.870,-3667863.571,-1596005.299,0.042,27.503,11.795,0.367794,35.948,15.948
356450,212648,60574.339280,5702535321.687808,-6.121,13.034656,-0.019416,-1.727713,-0.009240,5703212089.613,1281955857.262,-173501593.411,-1.243,4.227,1.340,150134691.887,-3611214.721,-1571692.268,-0.011,27.459,11.795,0.367262,35.948,15.948
356450,214184,60579.175007,5700379530.304047,-4.039,12.940916,-0.019957,-1.772299,-0.009184,5702692576.303,1283721871.212,-172941675.982,-1.244,4.227,1.340,149751444.174,7754618.275,3357030.924,-2.135,27.590,11.786,0.266104,35.932,15.932
356450,215607,60582.218555,5699550695.122943,-2.345,12.880842,-0.020182,-1.800128,-0.009100,5702365254.655,1284833280.241,-172589268.987,-1.245,4.226,1.340,148981053.964,14892797.784,6450722.109,-3.817,27.463,11.738,0.213080,35.923,15.923
